1.181,0.1,-90,-90,0.240940,-17.221340,15.592749,0.012305,8.279600,9.838305
1.181,0.1,-90,-70,0.240940,-17.221340,15.592749,0.012305,8.279600,9.838305
1.181,0.1,-90,-50,0.240940,-17.221340,15.592749,0.012305,8.279600,9.838305
1.181,0.1,-90,-30,0.240940,-17.221340,15.592749,0.012305,8.279600,9.838305
1.181,0.1,-90,-20,0.240940,-17.221340,15.592749,0.012305,8.279600,9.838305
1.181,0.1,-90,-10,0.240940,-17.221340,15.592749,0.012305,8.279600,9.838305
1.181,0.1,-90,0,0.240940,-17.221340,15.592749,0.012305,8.279600,9.838305
1.181,0.1,-90,10,0.240940,-17.221340,15.592749,0.012305,8.279600,9.838305
1.181,0.1,-90,20,0.240940,-17.221340,15.592749,0.012305,8.279600,9.838305
1.181,0.1,-90,30,0.240940,-17.221340,15.592749,0.012305,8.279600,9.838305
1.181,0.1,-90,50,0.240940,-17.221340,15.592749,0.012305,8.279600,9.838305
1.181,0.1,-90,70,0.240940,-17.221340,15.592749,0.012305,8.279600,9.838305
1.181,0.1,-90,90,0.240940,-17.221340,15.592749,0.012305,8.279600,9.838305
1.181,0.1,-70,-90,0.250530,-21.681898,9.244678,0.017158,4.565944,12.190468
1.181,0.1,-70,-70,0.035127,-22.084789,9.331172,0.016604,4.533189,11.919205
1.181,0.1,-70,-50,-0.169188,-20.949062,10.968609,0.015618,5.061997,11.286947
1.181,0.1,-70,-30,-0.328549,-19.039490,12.636888,0.014083,5.884543,10.507236
1.181,0.1,-70,-20,-0.378149,-17.698950,13.199651,0.013072,6.268144,9.944864
1.181,0.1,-70,-10,-0.412474,-16.377583,13.986598,0.012318,6.724688,9.326883
1.181,0.1,-70,0,-0.426459,-15.089129,14.801311,0.011708,7.196030,8.678954
1.181,0.1,-70,10,-0.418700,-13.722544,15.456426,0.011154,7.601907,7.972859
1.181,0.1,-70,20,-0.389536,-12.323341,16.021725,0.010723,7.956533,7.210090
1.181,0.1,-70,30,-0.343302,-10.834468,16.434832,0.010364,8.228066,6.408961
1.181,0.1,-70,50,-0.182785,-7.944795,16.614794,0.009533,8.437376,4.891612
1.181,0.1,-70,70,0.011288,-6.047350,16.465694,0.008785,8.609940,3.857303
1.181,0.1,-70,90,0.222771,-6.034392,16.423405,0.008655,8.784652,3.545689
1.181,0.1,-50,-90,0.231833,-19.504398,3.446684,0.032216,0.907416,10.918025
1.181,0.1,-50,-70,-0.156477,-20.274727,3.998676,0.030528,1.188026,10.510366
1.181,0.1,-50,-50,-0.626197,-21.668720,6.648956,0.026446,2.594825,11.197682
1.181,0.1,-50,-30,-0.990880,-17.898560,8.954476,0.017701,3.850327,9.935556
1.181,0.1,-50,-20,-1.089158,-15.809606,10.160222,0.014150,4.725801,9.102016
1.181,0.1,-50,-10,-1.148453,-13.332972,10.481444,0.010963,4.945317,7.896903
1.181,0.1,-50,0,-1.182285,-11.559259,12.418147,0.009748,6.187820,7.271111
