0.0000,90.0000,0.0000,0.0000
1.0000,90.0000,0.0000,0.0000
2.0000,90.0000,0.0000,0.0000
3.0000,90.0000,0.0000,0.0000
4.0000,90.0000,0.0000,0.0000
5.0000,90.0000,0.0000,0.0000
6.0000,90.0000,0.0000,0.0000
7.0000,90.0000,0.0000,0.0000
8.0000,90.0000,0.0000,0.0000
9.0000,90.0000,0.0000,0.0000
10.0000,90.0000,0.0000,0.0000
11.0000,90.0000,0.0000,0.0000
12.0000,90.0000,0.0000,0.0000
13.0000,89.6985,0.0000,0.0000
14.0000,89.3920,0.0000,0.0000
15.0000,89.0799,0.0000,0.0000
16.0000,88.7615,0.0000,0.0000
17.0000,88.4356,0.0000,0.0000
18.0000,88.1007,0.0000,0.0000
19.0000,87.7555,0.0000,0.0000
20.0000,87.3984,0.0000,0.0000
21.0000,87.0285,0.0000,0.0000
22.0000,86.6445,0.0000,0.0000
23.0000,86.2457,0.0000,0.0000
24.0000,85.8315,0.0000,0.0000
25.0000,85.4015,0.0000,0.0000
26.0000,84.9553,0.0000,0.0000
27.0000,84.4929,0.0000,0.0000
28.0000,84.0142,0.0000,0.0000
29.0000,83.5196,0.0000,0.0000
30.0000,83.0091,0.0000,0.0000
31.0000,82.4832,0.0000,0.0000
32.0000,81.9424,0.0000,0.0000
33.0000,81.3871,0.0000,0.0000
34.0000,80.8179,0.0000,0.0000
35.0000,80.2354,0.0000,0.0000
36.0000,79.6403,0.0000,0.0000
37.0000,79.0333,0.0000,0.0000
38.0000,78.4150,0.0000,0.0000
39.0000,77.7862,0.0000,0.0000
40.0000,77.1477,0.0000,0.0000
41.0000,76.5003,0.0000,0.0000
42.0000,75.8445,0.0000,0.0000
43.0000,75.1813,0.0000,0.0000
44.0000,74.5112,0.0000,0.0000
45.0000,73.8351,0.0000,0.0000
46.0000,73.1537,0.0000,0.0000
47.0000,72.4676,0.0000,0.0000
48.0000,71.7776,0.0000,0.0000
49.0000,71.0843,0.0000,0.0000
50.0000,70.3884,0.0000,0.0000
51.0000,69.6903,0.0000,0.0000
52.0000,68.9908,0.0000,0.0000
53.0000,68.2903,0.0000,0.0000
54.0000,67.5892,0.0000,0.0000
55.0000,66.8879,0.0000,0.0000
56.0000,66.1869,0.0000,0.0000
57.0000,65.4863,0.0000,0.0000
58.0000,64.7867,0.0000,0.0000
59.0000,64.0885,0.0000,0.0000
60.0000,63.3921,0.0000,0.0000
61.0000,62.6978,0.0000,0.0000
62.0000,62.0061,0.0000,0.0000
63.0000,61.3173,0.0000,0.0000
64.0000,60.6320,0.0000,0.0000
65.0000,59.9504,0.0000,0.0000
66.0000,59.2728,0.0000,0.0000
67.0000,58.5997,0.0000,0.0000
68.0000,57.9314,0.0000,0.0000
69.0000,57.2681,0.0000,0.0000
70.0000,56.6102,0.0000,0.0000
71.0000,55.9578,0.0000,0.0000
72.0000,55.3113,0.0000,0.0000
73.0000,54.6708,0.0000,0.0000
74.0000,54.0365,0.0000,0.0000
75.0000,53.4087,0.0000,0.0000
76.0000,52.7875,0.0000,0.0000
77.0000,52.1730,0.0000,0.0000
78.0000,51.5654,0.0000,0.0000
79.0000,50.9648,0.0000,0.0000
80.0000,50.3712,0.0000,0.0000
81.0000,49.7849,0.0000,0.0000
82.0000,49.2058,0.0000,0.0000
83.0000,48.6340,0.0000,0.0000
84.0000,48.0695,0.0000,0.0000
85.0000,47.5125,0.0000,0.0000
86.0000,46.9628,0.0000,0.0000
87.0000,46.4206,0.0000,0.0000
88.0000,45.8858,0.0000,0.0000
89.0000,45.3585,0.0000,0.0000
90.0000,44.8385,0.0000,0.0000
91.0000,44.3260,0.0000,0.0000
92.0000,43.8208,0.0000,0.0000
93.0000,43.3230,0.0000,0.0000
94.0000,42.8324,0.0000,0.0000
95.0000,42.3492,0.0000,0.0000
96.0000,41.8731,0.0000,0.0000
97.0000,41.4043,0.0000,0.0000
98.0000,40.9425,0.0000,0.0000
99.0000,40.4878,0.0000,0.0000
100.0000,40.0400,0.0000,0.0000
101.0000,39.5991,0.0000,0.0000
102.0000,39.1651,0.0000,0.0000
103.0000,38.7379,0.0000,0.0000
104.0000,38.3173,0.0000,0.0000
105.0000,37.9034,0.0000,0.0000
106.0000,37.4960,0.0000,0.0000
107.0000,37.0951,0.0000,0.0000
108.0000,36.7005,0.0000,0.0000
109.0000,36.3122,0.0000,0.0000
110.0000,35.9302,0.0000,0.0000
111.0000,35.5543,0.0000,0.0000
