time,Gphi,Gpsi,Ggamma,mass,Px,Py,Pz,Vx,Vy,Vz,Ma,H,semi_major_axis,time_to_go 
149.296000,36.893333,-3.555671,0.000000,120682.209916,96662.200796,77915.415483,-65081.875132,2186.617756,1168.633920,-429.974870,0.000000,78983.237513,3401910.825685,326.858509,
149.297000,36.893333,-3.555671,0.000000,120681.900837,96664.387417,77916.584115,-65082.305106,2186.624293,1168.629373,-429.974254,0.000000,78984.443199,3401912.003820,326.858509,
149.298000,36.893333,-3.555671,0.000000,120681.591758,96666.574044,77917.752742,-65082.735080,2186.630829,1168.624826,-429.973638,0.000000,78985.648881,3401913.181961,326.858509,
149.299000,36.893333,-3.555671,0.000000,120681.282679,96668.760678,77918.921364,-65083.165054,2186.637366,1168.620278,-429.973022,0.000000,78986.854559,3401914.360107,326.858509,
149.300000,36.893333,-3.555671,0.000000,120680.973600,96670.947319,77920.089982,-65083.595026,2186.643902,1168.615731,-429.972406,0.000000,78988.060234,3401915.538258,326.858509,
149.301000,36.891372,-3.556285,0.000000,120680.664521,96673.133966,77921.258596,-65084.024998,2186.650439,1168.611184,-429.971790,0.000000,78989.265905,3401916.716417,326.848737,
149.302000,36.891372,-3.556285,0.000000,120680.355442,96675.320620,77922.427205,-65084.454970,2186.656976,1168.606636,-429.971174,0.000000,78990.471573,3401917.894582,326.848737,
149.303000,36.891372,-3.556285,0.000000,120680.046363,96677.507280,77923.595809,-65084.884941,2186.663512,1168.602089,-429.970557,0.000000,78991.677237,3401919.072751,326.848737,
149.304000,36.891372,-3.556285,0.000000,120679.737284,96679.693947,77924.764409,-65085.314911,2186.670049,1168.597542,-429.969941,0.000000,78992.882897,3401920.250926,326.848737,
149.305000,36.891372,-3.556285,0.000000,120679.428205,96681.880620,77925.933004,-65085.744881,2186.676586,1168.592994,-429.969325,0.000000,78994.088553,3401921.429105,326.848737,
149.306000,36.891372,-3.556285,0.000000,120679.119126,96684.067300,77927.101595,-65086.174850,2186.683123,1168.588447,-429.968709,0.000000,78995.294206,3401922.607290,326.848737,
149.307000,36.891372,-3.556285,0.000000,120678.810047,96686.253986,77928.270181,-65086.604818,2186.689660,1168.583900,-429.968093,0.000000,78996.499855,3401923.785480,326.848737,
149.308000,36.891372,-3.556285,0.000000,120678.500968,96688.440679,77929.438763,-65087.034786,2186.696196,1168.579352,-429.967476,0.000000,78997.705500,3401924.963674,326.848737,
149.309000,36.891372,-3.556285,0.000000,120678.191889,96690.627379,77930.607340,-65087.464753,2186.702733,1168.574805,-429.966860,0.000000,78998.911142,3401926.141874,326.848737,
149.310000,36.891372,-3.556285,0.000000,120677.882810,96692.814085,77931.775912,-65087.894720,2186.709270,1168.570258,-429.966244,0.000000,79000.116780,3401927.320079,326.848737,
149.311000,36.889411,-3.556899,0.000000,120677.573731,96695.000797,77932.944480,-65088.324686,2186.715807,1168.565711,-429.965628,0.000000,79001.322414,3401928.498292,326.838966,
149.312000,36.889411,-3.556899,0.000000,120677.264652,96697.187516,77934.113044,-65088.754651,2186.722344,1168.561163,-429.965011,0.000000,79002.528044,3401929.676511,326.838966,
149.313000,36.889411,-3.556899,0.000000,120676.955573,96699.374242,77935.281603,-65089.184616,2186.728881,1168.556616,-429.964395,0.000000,79003.733671,3401930.854734,326.838966,
149.314000,36.889411,-3.556899,0.000000,120676.646494,96701.560974,77936.450157,-65089.614580,2186.735418,1168.552068,-429.963779,0.000000,79004.939294,3401932.032963,326.838966,
149.315000,36.889411,-3.556899,0.000000,120676.337415,96703.747713,77937.618707,-65090.044543,2186.741955,1168.547521,-429.963162,0.000000,79006.144914,3401933.211196,326.838966,
149.316000,36.889411,-3.556899,0.000000,120676.028336,96705.934458,77938.787252,-65090.474506,2186.748492,1168.542973,-429.962546,0.000000,79007.350529,3401934.389435,326.838966,
149.317000,36.889411,-3.556899,0.000000,120675.719257,96708.121210,77939.955793,-65090.904468,2186.755029,1168.538426,-429.961930,0.000000,79008.556141,3401935.567678,326.838966,
149.318000,36.889411,-3.556899,0.000000,120675.410178,96710.307968,77941.124329,-65091.334430,2186.761566,1168.533879,-429.961314,0.000000,79009.761750,3401936.745927,326.838966,
149.319000,36.889411,-3.556899,0.000000,120675.101099,96712.494733,77942.292861,-65091.764391,2186.768104,1168.529331,-429.960697,0.000000,79010.967354,3401937.924181,326.838966,
149.320000,36.889411,-3.556899,0.000000,120674.792020,96714.681504,77943.461388,-65092.194351,2186.774641,1168.524784,-429.960081,0.000000,79012.172955,3401939.102440,326.838966,
149.321000,36.887451,-3.557513,0.000000,120674.482941,96716.868282,77944.629910,-65092.624311,2186.781178,1168.520237,-429.959464,0.000000,79013.378553,3401940.280707,326.829194,
149.322000,36.887451,-3.557513,0.000000,120674.173862,96719.055067,77945.798428,-65093.054270,2186.787715,1168.515689,-429.958848,0.000000,79014.584146,3401941.458979,326.829194,
149.323000,36.887451,-3.557513,0.000000,120673.864783,96721.241858,77946.966941,-65093.484229,2186.794253,1168.511142,-429.958232,0.000000,79015.789736,3401942.637256,326.829194,
149.324000,36.887451,-3.557513,0.000000,120673.555704,96723.428655,77948.135450,-65093.914187,2186.800790,1168.506594,-429.957615,0.000000,79016.995322,3401943.815539,326.829194,
149.325000,36.887451,-3.557513,0.000000,120673.246625,96725.615459,77949.303955,-65094.344144,2186.807328,1168.502047,-429.956999,0.000000,79018.200905,3401944.993826,326.829194,
149.326000,36.887451,-3.557513,0.000000,120672.937546,96727.802270,77950.472454,-65094.774101,2186.813865,1168.497499,-429.956382,0.000000,79019.406483,3401946.172119,326.829194,
149.327000,36.887451,-3.557513,0.000000,120672.628467,96729.989087,77951.640950,-65095.204057,2186.820402,1168.492952,-429.955766,0.000000,79020.612059,3401947.350416,326.829194,
149.328000,36.887451,-3.557513,0.000000,120672.319388,96732.175911,77952.809440,-65095.634012,2186.826940,1168.488404,-429.955150,0.000000,79021.817630,3401948.528719,326.829194,
149.329000,36.887451,-3.557513,0.000000,120672.010309,96734.362741,77953.977926,-65096.063967,2186.833477,1168.483857,-429.954533,0.000000,79023.023198,3401949.707027,326.829194,
149.330000,36.887451,-3.557513,0.000000,120671.701230,96736.549578,77955.146408,-65096.493921,2186.840015,1168.479310,-429.953917,0.000000,79024.228762,3401950.885339,326.829194,
149.331000,36.885490,-3.558127,0.000000,120671.392151,96738.736421,77956.314885,-65096.923875,2186.846552,1168.474762,-429.953300,0.000000,79025.434322,3401952.063661,326.819423,
149.332000,36.885490,-3.558127,0.000000,120671.083072,96740.923271,77957.483358,-65097.353828,2186.853090,1168.470214,-429.952684,0.000000,79026.639879,3401953.241987,326.819423,
149.333000,36.885490,-3.558127,0.000000,120670.773993,96743.110127,77958.651826,-65097.783780,2186.859628,1168.465667,-429.952067,0.000000,79027.845431,3401954.420318,326.819423,
149.334000,36.885490,-3.558127,0.000000,120670.464914,96745.296990,77959.820289,-65098.213732,2186.866165,1168.461119,-429.951451,0.000000,79029.050981,3401955.598654,326.819423,
149.335000,36.885490,-3.558127,0.000000,120670.155835,96747.483859,77960.988748,-65098.643683,2186.872703,1168.456572,-429.950834,0.000000,79030.256526,3401956.776996,326.819423,
149.336000,36.885490,-3.558127,0.000000,120669.846756,96749.670735,77962.157202,-65099.073634,2186.879241,1168.452024,-429.950218,0.000000,79031.462068,3401957.955342,326.819423,
149.337000,36.885490,-3.558127,0.000000,120669.537677,96751.857618,77963.325652,-65099.503584,2186.885778,1168.447477,-429.949601,0.000000,79032.667606,3401959.133694,326.819423,
149.338000,36.885490,-3.558127,0.000000,120669.228598,96754.044507,77964.494097,-65099.933533,2186.892316,1168.442929,-429.948985,0.000000,79033.873141,3401960.312050,326.819423,
149.339000,36.885490,-3.558127,0.000000,120668.919519,96756.231402,77965.662538,-65100.363481,2186.898854,1168.438382,-429.948368,0.000000,79035.078671,3401961.490412,326.819423,
149.340000,36.885490,-3.558127,0.000000,120668.610440,96758.418305,77966.830974,-65100.793430,2186.905392,1168.433834,-429.947752,0.000000,79036.284198,3401962.668779,326.819423,
149.341000,36.883529,-3.558741,0.000000,120668.301361,96760.605213,77967.999405,-65101.223377,2186.911929,1168.429287,-429.947135,0.000000,79037.489722,3401963.847154,326.809651,
149.342000,36.883529,-3.558741,0.000000,120667.992282,96762.792128,77969.167832,-65101.653324,2186.918467,1168.424739,-429.946518,0.000000,79038.695241,3401965.025534,326.809651,
149.343000,36.883529,-3.558741,0.000000,120667.683203,96764.979050,77970.336255,-65102.083270,2186.925005,1168.420191,-429.945902,0.000000,79039.900757,3401966.203919,326.809651,
149.344000,36.883529,-3.558741,0.000000,120667.374124,96767.165978,77971.504673,-65102.513216,2186.931543,1168.415644,-429.945285,0.000000,79041.106270,3401967.382310,326.809651,
149.345000,36.883529,-3.558741,0.000000,120667.065045,96769.352913,77972.673086,-65102.943161,2186.938081,1168.411096,-429.944668,0.000000,79042.311778,3401968.560705,326.809651,
149.346000,36.883529,-3.558741,0.000000,120666.755966,96771.539855,77973.841495,-65103.373105,2186.944619,1168.406549,-429.944052,0.000000,79043.517283,3401969.739105,326.809651,
149.347000,36.883529,-3.558741,0.000000,120666.446887,96773.726803,77975.009899,-65103.803049,2186.951157,1168.402001,-429.943435,0.000000,79044.722784,3401970.917511,326.809651,
149.348000,36.883529,-3.558741,0.000000,120666.137808,96775.913757,77976.178299,-65104.232992,2186.957695,1168.397453,-429.942819,0.000000,79045.928282,3401972.095921,326.809651,
149.349000,36.883529,-3.558741,0.000000,120665.828729,96778.100718,77977.346694,-65104.662934,2186.964233,1168.392906,-429.942202,0.000000,79047.133776,3401973.274337,326.809651,
149.350000,36.883529,-3.558741,0.000000,120665.519650,96780.287685,77978.515085,-65105.092876,2186.970772,1168.388358,-429.941585,0.000000,79048.339266,3401974.452758,326.809651,
149.351000,36.881568,-3.559354,0.000000,120665.210571,96782.474659,77979.683471,-65105.522817,2186.977310,1168.383811,-429.940969,0.000000,79049.544752,3401975.631187,326.799880,
149.352000,36.881568,-3.559354,0.000000,120664.901492,96784.661640,77980.851852,-65105.952758,2186.983848,1168.379263,-429.940352,0.000000,79050.750235,3401976.809621,326.799880,
149.353000,36.881568,-3.559354,0.000000,120664.592413,96786.848627,77982.020229,-65106.382698,2186.990386,1168.374715,-429.939735,0.000000,79051.955714,3401977.988060,326.799880,
149.354000,36.881568,-3.559354,0.000000,120664.283334,96789.035621,77983.188602,-65106.812638,2186.996925,1168.370168,-429.939118,0.000000,79053.161189,3401979.166504,326.799880,
149.355000,36.881568,-3.559354,0.000000,120663.974255,96791.222621,77984.356970,-65107.242576,2187.003463,1168.365620,-429.938502,0.000000,79054.366661,3401980.344954,326.799880,
149.356000,36.881568,-3.559354,0.000000,120663.665176,96793.409628,77985.525333,-65107.672515,2187.010001,1168.361072,-429.937885,0.000000,79055.572129,3401981.523408,326.799880,
149.357000,36.881568,-3.559354,0.000000,120663.356097,96795.596641,77986.693692,-65108.102452,2187.016540,1168.356525,-429.937268,0.000000,79056.777593,3401982.701868,326.799880,
149.358000,36.881568,-3.559354,0.000000,120663.047018,96797.783661,77987.862046,-65108.532389,2187.023078,1168.351977,-429.936651,0.000000,79057.983054,3401983.880332,326.799880,
149.359000,36.881568,-3.559354,0.000000,120662.737939,96799.970687,77989.030396,-65108.962326,2187.029616,1168.347429,-429.936035,0.000000,79059.188510,3401985.058802,326.799880,
149.360000,36.881568,-3.559354,0.000000,120662.428860,96802.157720,77990.198741,-65109.392261,2187.036155,1168.342882,-429.935418,0.000000,79060.393964,3401986.237276,326.799880,
149.361000,36.879607,-3.559968,0.000000,120662.119781,96804.344759,77991.367082,-65109.822196,2187.042693,1168.338334,-429.934801,0.000000,79061.599413,3401987.415759,326.790108,
149.362000,36.879607,-3.559968,0.000000,120661.810702,96806.531805,77992.535418,-65110.252131,2187.049232,1168.333786,-429.934184,0.000000,79062.804859,3401988.594247,326.790108,
149.363000,36.879607,-3.559968,0.000000,120661.501623,96808.718858,77993.703749,-65110.682065,2187.055770,1168.329238,-429.933567,0.000000,79064.010301,3401989.772741,326.790108,
149.364000,36.879607,-3.559968,0.000000,120661.192544,96810.905917,77994.872076,-65111.111998,2187.062309,1168.324691,-429.932951,0.000000,79065.215739,3401990.951239,326.790108,
149.365000,36.879607,-3.559968,0.000000,120660.883465,96813.092983,77996.040398,-65111.541931,2187.068848,1168.320143,-429.932334,0.000000,79066.421174,3401992.129742,326.790108,
149.366000,36.879607,-3.559968,0.000000,120660.574386,96815.280055,77997.208716,-65111.971863,2187.075386,1168.315595,-429.931717,0.000000,79067.626605,3401993.308251,326.790108,
149.367000,36.879607,-3.559968,0.000000,120660.265307,96817.467133,77998.377030,-65112.401794,2187.081925,1168.311048,-429.931100,0.000000,79068.832032,3401994.486764,326.790108,
149.368000,36.879607,-3.559968,0.000000,120659.956228,96819.654219,77999.545338,-65112.831725,2187.088463,1168.306500,-429.930483,0.000000,79070.037456,3401995.665282,326.790108,
149.369000,36.879607,-3.559968,0.000000,120659.647149,96821.841310,78000.713643,-65113.261655,2187.095002,1168.301952,-429.929866,0.000000,79071.242876,3401996.843806,326.790108,
149.370000,36.879607,-3.559968,0.000000,120659.338070,96824.028409,78001.881942,-65113.691585,2187.101541,1168.297405,-429.929249,0.000000,79072.448292,3401998.022335,326.790108,
149.371000,36.877646,-3.560582,0.000000,120659.028991,96826.215513,78003.050237,-65114.121514,2187.108080,1168.292857,-429.928632,0.000000,79073.653704,3401999.200872,326.780336,
149.372000,36.877646,-3.560582,0.000000,120658.719912,96828.402625,78004.218528,-65114.551442,2187.114619,1168.288309,-429.928015,0.000000,79074.859113,3402000.379414,326.780336,
149.373000,36.877646,-3.560582,0.000000,120658.410833,96830.589743,78005.386814,-65114.981370,2187.121157,1168.283761,-429.927399,0.000000,79076.064518,3402001.557961,326.780336,
149.374000,36.877646,-3.560582,0.000000,120658.101754,96832.776867,78006.555096,-65115.411297,2187.127696,1168.279213,-429.926782,0.000000,79077.269920,3402002.736513,326.780336,
149.375000,36.877646,-3.560582,0.000000,120657.792675,96834.963998,78007.723373,-65115.841223,2187.134235,1168.274665,-429.926165,0.000000,79078.475318,3402003.915070,326.780336,
149.376000,36.877646,-3.560582,0.000000,120657.483596,96837.151135,78008.891645,-65116.271149,2187.140774,1168.270118,-429.925548,0.000000,79079.680712,3402005.093633,326.780336,
149.377000,36.877646,-3.560582,0.000000,120657.174517,96839.338280,78010.059913,-65116.701074,2187.147313,1168.265570,-429.924931,0.000000,79080.886102,3402006.272200,326.780336,
149.378000,36.877646,-3.560582,0.000000,120656.865438,96841.525430,78011.228176,-65117.130999,2187.153852,1168.261022,-429.924314,0.000000,79082.091489,3402007.450772,326.780336,
149.379000,36.877646,-3.560582,0.000000,120656.556359,96843.712587,78012.396435,-65117.560923,2187.160391,1168.256474,-429.923697,0.000000,79083.296872,3402008.629350,326.780336,
149.380000,36.877646,-3.560582,0.000000,120656.247280,96845.899751,78013.564689,-65117.990846,2187.166930,1168.251927,-429.923080,0.000000,79084.502251,3402009.807933,326.780336,
149.381000,36.875686,-3.561196,0.000000,120655.938201,96848.086921,78014.732939,-65118.420769,2187.173469,1168.247379,-429.922463,0.000000,79085.707626,3402010.986524,326.770565,
149.382000,36.875686,-3.561196,0.000000,120655.629122,96850.274098,78015.901184,-65118.850691,2187.180008,1168.242831,-429.921846,0.000000,79086.912998,3402012.165120,326.770565,
149.383000,36.875686,-3.561196,0.000000,120655.320043,96852.461281,78017.069424,-65119.280613,2187.186548,1168.238283,-429.921229,0.000000,79088.118366,3402013.343721,326.770565,
149.384000,36.875686,-3.561196,0.000000,120655.010964,96854.648471,78018.237660,-65119.710534,2187.193087,1168.233735,-429.920612,0.000000,79089.323731,3402014.522327,326.770565,
149.385000,36.875686,-3.561196,0.000000,120654.701885,96856.835667,78019.405892,-65120.140454,2187.199626,1168.229187,-429.919995,0.000000,79090.529092,3402015.700938,326.770565,
149.386000,36.875686,-3.561196,0.000000,120654.392806,96859.022870,78020.574119,-65120.570374,2187.206165,1168.224639,-429.919377,0.000000,79091.734449,3402016.879554,326.770565,
149.387000,36.875686,-3.561196,0.000000,120654.083727,96861.210080,78021.742341,-65121.000293,2187.212704,1168.220091,-429.918760,0.000000,79092.939802,3402018.058176,326.770565,
149.388000,36.875686,-3.561196,0.000000,120653.774648,96863.397296,78022.910559,-65121.430211,2187.219244,1168.215544,-429.918143,0.000000,79094.145152,3402019.236802,326.770565,
149.389000,36.875686,-3.561196,0.000000,120653.465569,96865.584518,78024.078772,-65121.860129,2187.225783,1168.210996,-429.917526,0.000000,79095.350498,3402020.415434,326.770565,
149.390000,36.875686,-3.561196,0.000000,120653.156490,96867.771747,78025.246981,-65122.290046,2187.232322,1168.206448,-429.916909,0.000000,79096.555840,3402021.594070,326.770565,
149.391000,36.873725,-3.561810,0.000000,120652.847411,96869.958983,78026.415185,-65122.719963,2187.238862,1168.201900,-429.916292,0.000000,79097.761179,3402022.772715,326.760793,
149.392000,36.873725,-3.561810,0.000000,120652.538332,96872.146225,78027.583385,-65123.149879,2187.245401,1168.197352,-429.915675,0.000000,79098.966514,3402023.951365,326.760793,
149.393000,36.873725,-3.561810,0.000000,120652.229253,96874.333474,78028.751580,-65123.579794,2187.251941,1168.192804,-429.915058,0.000000,79100.171845,3402025.130020,326.760793,
149.394000,36.873725,-3.561810,0.000000,120651.920174,96876.520729,78029.919770,-65124.009709,2187.258480,1168.188256,-429.914440,0.000000,79101.377173,3402026.308681,326.760793,
149.395000,36.873725,-3.561810,0.000000,120651.611095,96878.707990,78031.087956,-65124.439623,2187.265020,1168.183708,-429.913823,0.000000,79102.582496,3402027.487346,326.760793,
149.396000,36.873725,-3.561810,0.000000,120651.302016,96880.895259,78032.256138,-65124.869537,2187.271559,1168.179160,-429.913206,0.000000,79103.787817,3402028.666016,326.760793,
149.397000,36.873725,-3.561810,0.000000,120650.992937,96883.082534,78033.424315,-65125.299449,2187.278099,1168.174612,-429.912589,0.000000,79104.993133,3402029.844691,326.760793,
149.398000,36.873725,-3.561810,0.000000,120650.683858,96885.269815,78034.592487,-65125.729362,2187.284638,1168.170064,-429.911972,0.000000,79106.198446,3402031.023372,326.760793,
149.399000,36.873725,-3.561810,0.000000,120650.374779,96887.457103,78035.760655,-65126.159273,2187.291178,1168.165517,-429.911355,0.000000,79107.403755,3402032.202057,326.760793,
149.400000,36.873725,-3.561810,0.000000,120650.065700,96889.644397,78036.928818,-65126.589184,2187.297718,1168.160969,-429.910737,0.000000,79108.609060,3402033.380748,326.760793,
149.401000,36.871764,-3.562424,0.000000,120649.756621,96891.831698,78038.096977,-65127.019095,2187.304257,1168.156421,-429.910120,0.000000,79109.814362,3402034.559447,326.751022,
149.402000,36.871764,-3.562424,0.000000,120649.447542,96894.019006,78039.265131,-65127.449005,2187.310797,1168.151873,-429.909503,0.000000,79111.019660,3402035.738151,326.751022,
149.403000,36.871764,-3.562424,0.000000,120649.138463,96896.206320,78040.433280,-65127.878914,2187.317337,1168.147325,-429.908886,0.000000,79112.224954,3402036.916860,326.751022,
149.404000,36.871764,-3.562424,0.000000,120648.829384,96898.393641,78041.601425,-65128.308822,2187.323877,1168.142777,-429.908268,0.000000,79113.430245,3402038.095574,326.751022,
149.405000,36.871764,-3.562424,0.000000,120648.520305,96900.580968,78042.769566,-65128.738730,2187.330417,1168.138228,-429.907651,0.000000,79114.635532,3402039.274293,326.751022,
149.406000,36.871764,-3.562424,0.000000,120648.211226,96902.768301,78043.937702,-65129.168638,2187.336957,1168.133681,-429.907034,0.000000,79115.840815,3402040.453018,326.751022,
149.407000,36.871764,-3.562424,0.000000,120647.902147,96904.955642,78045.105833,-65129.598544,2187.343496,1168.129133,-429.906416,0.000000,79117.046094,3402041.631747,326.751022,
149.408000,36.871764,-3.562424,0.000000,120647.593068,96907.142988,78046.273960,-65130.028451,2187.350036,1168.124585,-429.905799,0.000000,79118.251370,3402042.810481,326.751022,
149.409000,36.871764,-3.562424,0.000000,120647.283989,96909.330342,78047.442082,-65130.458356,2187.356576,1168.120037,-429.905182,0.000000,79119.456642,3402043.989221,326.751022,
149.410000,36.871764,-3.562424,0.000000,120646.974910,96911.517701,78048.610200,-65130.888261,2187.363116,1168.115489,-429.904565,0.000000,79120.661911,3402045.167965,326.751022,
149.411000,36.869803,-3.563038,0.000000,120646.665831,96913.705068,78049.778313,-65131.318165,2187.369656,1168.110941,-429.903947,0.000000,79121.867175,3402046.346718,326.741250,
149.412000,36.869803,-3.563038,0.000000,120646.356752,96915.892441,78050.946422,-65131.748069,2187.376196,1168.106392,-429.903330,0.000000,79123.072436,3402047.525476,326.741250,
149.413000,36.869803,-3.563038,0.000000,120646.047673,96918.079820,78052.114526,-65132.177972,2187.382736,1168.101844,-429.902712,0.000000,79124.277694,3402048.704239,326.741250,
149.414000,36.869803,-3.563038,0.000000,120645.738594,96920.267206,78053.282626,-65132.607874,2187.389277,1168.097296,-429.902095,0.000000,79125.482947,3402049.883007,326.741250,
149.415000,36.869803,-3.563038,0.000000,120645.429515,96922.454599,78054.450721,-65133.037776,2187.395817,1168.092748,-429.901478,0.000000,79126.688197,3402051.061781,326.741250,
149.416000,36.869803,-3.563038,0.000000,120645.120436,96924.641998,78055.618811,-65133.467677,2187.402357,1168.088200,-429.900860,0.000000,79127.893443,3402052.240559,326.741250,
149.417000,36.869803,-3.563038,0.000000,120644.811357,96926.829404,78056.786897,-65133.897578,2187.408897,1168.083652,-429.900243,0.000000,79129.098686,3402053.419342,326.741250,
149.418000,36.869803,-3.563038,0.000000,120644.502278,96929.016816,78057.954979,-65134.327478,2187.415437,1168.079104,-429.899625,0.000000,79130.303925,3402054.598131,326.741250,
149.419000,36.869803,-3.563038,0.000000,120644.193199,96931.204234,78059.123055,-65134.757377,2187.421977,1168.074556,-429.899008,0.000000,79131.509160,3402055.776924,326.741250,
149.420000,36.869803,-3.563038,0.000000,120643.884120,96933.391660,78060.291128,-65135.187276,2187.428518,1168.070008,-429.898391,0.000000,79132.714392,3402056.955723,326.741250,
149.421000,36.867842,-3.563652,0.000000,120643.575041,96935.579091,78061.459195,-65135.617174,2187.435058,1168.065460,-429.897773,0.000000,79133.919619,3402058.134530,326.731478,
149.422000,36.867842,-3.563652,0.000000,120643.265962,96937.766530,78062.627259,-65136.047071,2187.441598,1168.060912,-429.897156,0.000000,79135.124843,3402059.313342,326.731478,
149.423000,36.867842,-3.563652,0.000000,120642.956883,96939.953975,78063.795317,-65136.476968,2187.448139,1168.056364,-429.896538,0.000000,79136.330064,3402060.492159,326.731478,
149.424000,36.867842,-3.563652,0.000000,120642.647804,96942.141426,78064.963371,-65136.906864,2187.454679,1168.051815,-429.895921,0.000000,79137.535280,3402061.670981,326.731478,
149.425000,36.867842,-3.563652,0.000000,120642.338725,96944.328884,78066.131421,-65137.336760,2187.461220,1168.047267,-429.895303,0.000000,79138.740493,3402062.849808,326.731478,
149.426000,36.867842,-3.563652,0.000000,120642.029646,96946.516348,78067.299466,-65137.766655,2187.467760,1168.042719,-429.894686,0.000000,79139.945703,3402064.028640,326.731478,
149.427000,36.867842,-3.563652,0.000000,120641.720567,96948.703820,78068.467506,-65138.196549,2187.474301,1168.038171,-429.894068,0.000000,79141.150908,3402065.207478,326.731478,
149.428000,36.867842,-3.563652,0.000000,120641.411488,96950.891297,78069.635542,-65138.626443,2187.480841,1168.033623,-429.893451,0.000000,79142.356110,3402066.386320,326.731478,
149.429000,36.867842,-3.563652,0.000000,120641.102409,96953.078781,78070.803574,-65139.056336,2187.487382,1168.029075,-429.892833,0.000000,79143.561308,3402067.565168,326.731478,
149.430000,36.867842,-3.563652,0.000000,120640.793330,96955.266272,78071.971600,-65139.486229,2187.493922,1168.024527,-429.892216,0.000000,79144.766503,3402068.744020,326.731478,
149.431000,36.865882,-3.564266,0.000000,120640.484251,96957.453769,78073.139623,-65139.916121,2187.500463,1168.019979,-429.891598,0.000000,79145.971694,3402069.922881,326.721707,
149.432000,36.865882,-3.564266,0.000000,120640.175172,96959.641273,78074.307640,-65140.346012,2187.507004,1168.015430,-429.890980,0.000000,79147.176881,3402071.101747,326.721707,
149.433000,36.865882,-3.564266,0.000000,120639.866093,96961.828783,78075.475654,-65140.775903,2187.513544,1168.010882,-429.890363,0.000000,79148.382064,3402072.280618,326.721707,
149.434000,36.865882,-3.564266,0.000000,120639.557014,96964.016300,78076.643662,-65141.205793,2187.520085,1168.006334,-429.889745,0.000000,79149.587244,3402073.459494,326.721707,
149.435000,36.865882,-3.564266,0.000000,120639.247935,96966.203823,78077.811666,-65141.635682,2187.526626,1168.001786,-429.889128,0.000000,79150.792420,3402074.638376,326.721707,
149.436000,36.865882,-3.564266,0.000000,120638.938856,96968.391353,78078.979666,-65142.065571,2187.533167,1167.997237,-429.888510,0.000000,79151.997592,3402075.817262,326.721707,
149.437000,36.865882,-3.564266,0.000000,120638.629777,96970.578890,78080.147661,-65142.495459,2187.539707,1167.992689,-429.887892,0.000000,79153.202761,3402076.996153,326.721707,
149.438000,36.865882,-3.564266,0.000000,120638.320698,96972.766433,78081.315651,-65142.925347,2187.546248,1167.988141,-429.887275,0.000000,79154.407926,3402078.175050,326.721707,
149.439000,36.865882,-3.564266,0.000000,120638.011619,96974.953982,78082.483637,-65143.355234,2187.552789,1167.983593,-429.886657,0.000000,79155.613087,3402079.353951,326.721707,
149.440000,36.865882,-3.564266,0.000000,120637.702540,96977.141538,78083.651618,-65143.785120,2187.559330,1167.979045,-429.886040,0.000000,79156.818245,3402080.532858,326.721707,
149.441000,36.863921,-3.564879,0.000000,120637.393461,96979.329101,78084.819595,-65144.215006,2187.565871,1167.974496,-429.885422,0.000000,79158.023399,3402081.711773,326.711935,
149.442000,36.863921,-3.564879,0.000000,120637.084382,96981.516670,78085.987567,-65144.644891,2187.572412,1167.969948,-429.884804,0.000000,79159.228549,3402082.890693,326.711935,
149.443000,36.863921,-3.564879,0.000000,120636.775303,96983.704246,78087.155535,-65145.074775,2187.578953,1167.965400,-429.884186,0.000000,79160.433695,3402084.069618,326.711935,
149.444000,36.863921,-3.564879,0.000000,120636.466224,96985.891828,78088.323498,-65145.504659,2187.585494,1167.960852,-429.883569,0.000000,79161.638838,3402085.248548,326.711935,
149.445000,36.863921,-3.564879,0.000000,120636.157145,96988.079417,78089.491457,-65145.934542,2187.592035,1167.956303,-429.882951,0.000000,79162.843977,3402086.427483,326.711935,
149.446000,36.863921,-3.564879,0.000000,120635.848066,96990.267012,78090.659411,-65146.364425,2187.598576,1167.951755,-429.882333,0.000000,79164.049113,3402087.606423,326.711935,
149.447000,36.863921,-3.564879,0.000000,120635.538987,96992.454614,78091.827360,-65146.794307,2187.605117,1167.947207,-429.881716,0.000000,79165.254244,3402088.785369,326.711935,
149.448000,36.863921,-3.564879,0.000000,120635.229908,96994.642222,78092.995305,-65147.224189,2187.611658,1167.942659,-429.881098,0.000000,79166.459372,3402089.964319,326.711935,
149.449000,36.863921,-3.564879,0.000000,120634.920829,96996.829837,78094.163245,-65147.654069,2187.618200,1167.938110,-429.880480,0.000000,79167.664497,3402091.143275,326.711935,
149.450000,36.863921,-3.564879,0.000000,120634.611750,96999.017458,78095.331181,-65148.083950,2187.624741,1167.933562,-429.879862,0.000000,79168.869617,3402092.322235,326.711935,
149.451000,36.861960,-3.565493,0.000000,120634.302671,97001.205086,78096.499113,-65148.513829,2187.631282,1167.929014,-429.879245,0.000000,79170.074734,3402093.501204,326.702163,
149.452000,36.861960,-3.565493,0.000000,120633.993592,97003.392721,78097.667039,-65148.943708,2187.637823,1167.924465,-429.878627,0.000000,79171.279848,3402094.680178,326.702163,
149.453000,36.861960,-3.565493,0.000000,120633.684513,97005.580362,78098.834962,-65149.373586,2187.644365,1167.919917,-429.878009,0.000000,79172.484957,3402095.859157,326.702163,
