-10,-10,-0.63538,-1.591925,0.288453,0.003082,-0.124824,0.872357
-10,-8,-0.639892,-1.353664,0.474484,0.002626,0.015602,0.76533
-10,-6,-0.64251,-1.112985,0.644545,0.002117,0.146082,0.651603
-10,-4,-0.644227,-0.880564,0.797405,0.001636,0.262912,0.539424
-10,-2,-0.645639,-0.667595,0.914364,0.001244,0.34924,0.438459
-10,0,-0.646274,-0.516534,0.99368,0.000931,0.406176,0.384717
-10,2,-0.645994,-0.411296,1.069643,0.000687,0.462246,0.362696
-10,4,-0.644762,-0.289039,1.150375,0.000509,0.522267,0.321952
-10,6,-0.642442,-0.083869,1.158718,0.000395,0.52036,0.215296
-10,8,-0.63897,0.216773,1.074765,0.000322,0.451365,0.041052
-10,10,-0.633547,0.550442,0.900963,0.000231,0.327287,-0.141879
-8,-10,-0.640896,-1.152563,0.2351,0.002573,-0.08635,0.556812
-8,-8,-0.644497,-0.957269,0.351337,0.002254,0.004709,0.478486
-8,-6,-0.646152,-0.746103,0.46216,0.001885,0.092317,0.380179
-8,-4,-0.64627,-0.551512,0.559418,0.001471,0.168786,0.292506
-8,-2,-0.646418,-0.381022,0.648394,0.00108,0.237778,0.221815
-8,0,-0.646917,-0.244117,0.70796,0.000768,0.280095,0.176536
-8,2,-0.647008,-0.147729,0.751199,0.00053,0.308493,0.162379
-8,4,-0.646302,-0.038922,0.804678,0.000359,0.347393,0.135648
-8,6,-0.645183,0.13376,0.814014,0.000251,0.352558,0.058644
-8,8,-0.642062,0.382253,0.711216,0.000179,0.271064,-0.070992
-8,10,-0.637273,0.685997,0.522582,0.000096,0.138821,-0.231202
-6,-10,-0.643888,-0.866798,0.194964,0.001937,-0.04407,0.351812
-6,-8,-0.646723,-0.702239,0.268367,0.001724,0.015793,0.296171
-6,-6,-0.6468,-0.521459,0.325581,0.001483,0.062264,0.218304
-6,-4,-0.645739,-0.363322,0.380712,0.001203,0.107765,0.156806
-6,-2,-0.644289,-0.222386,0.431988,0.00088,0.148998,0.106806
-6,0,-0.644071,-0.085973,0.485324,0.000596,0.1912,0.05709
-6,2,-0.644845,0.031034,0.514301,0.000379,0.210047,0.022533
-6,4,-0.645272,0.122962,0.514853,0.000231,0.203962,0.012843
-6,6,-0.644544,0.283986,0.512194,0.000137,0.202961,-0.053817
-6,8,-0.642728,0.484767,0.406003,0.000067,0.122381,-0.144171
-6,10,-0.638809,0.727765,0.227947,-0.000021,-0.002101,-0.259648
-4,-10,-0.645414,-0.706542,0.15306,0.001242,-0.00843,0.238457
-4,-8,-0.646952,-0.56635,0.196678,0.001115,0.028981,0.20105
-4,-6,-0.646069,-0.396081,0.213424,0.000975,0.042622,0.128926
-4,-4,-0.643633,-0.267024,0.262929,0.00081,0.087902,0.089975
-4,-2,-0.640767,-0.152465,0.27471,0.000612,0.097031,0.060472
-4,0,-0.638623,-0.024722,0.257732,0.000393,0.077627,0.01508
-4,2,-0.639736,0.084692,0.275052,0.000223,0.089572,-0.013725
-4,4,-0.64212,0.228648,0.309848,0.000115,0.120122,-0.073013
-4,6,-0.642622,0.33882,0.272084,0.000043,0.089006,-0.093812
-4,8,-0.642108,0.515929,0.199404,-0.00002,0.037195,-0.169528
-4,10,-0.639282,0.683137,0.075677,-0.0001,-0.05124,-0.228114
-2,-10,-0.64643,-0.653348,0.096014,0.000611,0.01264,0.205962
-2,-8,-0.646892,-0.499832,0.106358,0.00053,0.021937,0.153685
-2,-6,-0.645128,-0.36634,0.116356,0.000451,0.031481,0.114163
-2,-4,-0.641355,-0.245831,0.133106,0.000377,0.047647,0.081169
-2,-2,-0.635591,-0.108802,0.117396,0.000291,0.032837,0.027813
-2,0,-0.631965,0.011088,0.143895,0.000185,0.057108,-0.012173
-2,2,-0.634222,0.111909,0.125828,0.000084,0.038991,-0.034223
-2,4,-0.63886,0.257756,0.143865,0.000024,0.05633,-0.096194
-2,6,-0.641242,0.345307,0.109007,-0.000019,0.027329,-0.098381
-2,8,-0.642123,0.503304,0.072554,-0.000066,0.002259,-0.161691
-2,10,-0.641608,0.631559,0.008936,-0.000121,-0.043222,-0.191325
0,-10,-0.646857,-0.622344,-0.002382,-0.000039,-0.001076,0.181454
0,-8,-0.647022,-0.47764,-0.002824,-0.00003,-0.001776,0.136945
0,-6,-0.644959,-0.371167,-0.005981,-0.000022,-0.005186,0.122452
0,-4,-0.640017,-0.212472,-0.001808,-0.000014,-0.001413,0.052711
0,-2,-0.632916,-0.137129,-0.002441,-0.000008,-0.002043,0.057115
0,0,-0.62478,0.015945,-0.016283,-0.000003,-0.015009,-0.015219
0,2,-0.631491,0.1465,-0.001043,0,0.000098,-0.066124
0,4,-0.638019,0.269669,-0.001293,-0.000002,0.001242,-0.107301
0,6,-0.641795,0.344861,-0.012165,-0.000007,-0.007078,-0.098892
0,8,-0.648066,0.497224,-0.023876,-0.00002,-0.014885,-0.153043
0,10,-0.643821,0.611003,-0.024241,-0.000025,-0.014378,-0.177465
2,-10,-0.646242,-0.646104,-0.095306,-0.000687,-0.010004,0.199245
2,-8,-0.646466,-0.497648,-0.108829,-0.000589,-0.022783,0.151756
2,-6,-0.644581,-0.364248,-0.118343,-0.000498,-0.032449,0.112313
2,-4,-0.640782,-0.257296,-0.119041,-0.000406,-0.033706,0.092091
2,-2,-0.635196,-0.116142,-0.129985,-0.000305,-0.044236,0.034611
2,0,-0.632158,0.01058,-0.163988,-0.000182,-0.075424,-0.011934
2,2,-0.634374,0.116787,-0.134879,-0.000076,-0.045642,-0.039226
2,4,-0.63907,0.253514,-0.155161,-0.000018,-0.062523,-0.09307
2,6,-0.641591,0.34199,-0.131813,0.000016,-0.039957,-0.09661
2,8,-0.642415,0.495523,-0.110195,0.000055,-0.024324,-0.156191
2,10,-0.641847,0.626184,-0.048743,0.000111,0.021346,-0.18805
4,-10,-0.644903,-0.712552,-0.154024,-0.001341,0.009186,0.244024
4,-8,-0.646441,-0.567374,-0.197838,-0.001187,-0.028787,0.202038
4,-6,-0.64563,-0.399081,-0.216366,-0.001019,-0.044529,0.131836
4,-4,-0.643405,-0.283735,-0.268285,-0.000831,-0.092274,0.105957
4,-2,-0.640286,-0.145175,-0.247753,-0.000607,-0.070918,0.053537
4,0,-0.639048,-0.017608,-0.300906,-0.000374,-0.118163,0.008384
4,2,-0.640461,0.100107,-0.31463,-0.000199,-0.125963,-0.028649
4,4,-0.642622,0.216224,-0.312343,-0.00009,-0.118873,-0.062551
4,6,-0.643175,0.329644,-0.288112,-0.000021,-0.096371,-0.087786
4,8,-0.642616,0.496018,-0.232794,0.000041,-0.054401,-0.155182
4,10,-0.639356,0.662947,-0.131279,0.000119,0.019773,-0.214882
6,-10,-0.643388,-0.873643,-0.194743,-0.002026,0.045494,0.358044
6,-8,-0.646227,-0.705307,-0.272176,-0.00178,-0.018072,0.298793
6,-6,-0.646697,-0.519975,-0.325833,-0.001509,-0.06124,0.217281
6,-4,-0.645741,-0.366071,-0.393992,-0.001199,-0.119273,0.160071
6,-2,-0.644568,-0.225361,-0.446912,-0.000851,-0.162868,0.110692
6,0,-0.64452,-0.087356,-0.47513,-0.000549,-0.181626,0.059597
6,2,-0.64532,0.030873,-0.509765,-0.000333,-0.205604,0.023479
6,4,-0.645844,0.117483,-0.508411,-0.000187,-0.19586,0.017513
6,6,-0.645406,0.278835,-0.521298,-0.000092,-0.205899,-0.051598
6,8,-0.643608,0.470307,-0.42475,-0.000014,-0.128353,-0.136087
6,10,-0.639346,0.704594,-0.265382,0.000079,-0.012352,-0.247484
8,-10,-0.640606,-1.160777,-0.237262,-0.002638,0.085554,0.563643
8,-8,-0.644315,-0.962032,-0.358137,-0.002277,-0.009297,0.482855
8,-6,-0.646089,-0.743505,-0.468852,-0.00187,-0.09662,0.37853
8,-4,-0.646542,-0.548792,-0.56685,-0.00143,-0.174658,0.291774
8,-2,-0.646852,-0.373011,-0.640505,-0.001023,-0.230585,0.216941
8,0,-0.647338,-0.23694,-0.688572,-0.000702,-0.262948,0.172849
8,2,-0.647346,-0.141083,-0.732797,-0.000464,-0.292245,0.159006
8,4,-0.646949,-0.029555,-0.801197,-0.000295,-0.344345,0.128739
8,6,-0.646009,0.134723,-0.804829,-0.00018,-0.340989,0.057133
8,8,-0.642794,0.37461,-0.713024,-0.000091,-0.26466,-0.06814
8,10,-0.637971,0.66907,-0.531573,0.000006,-0.130856,-0.225019
10,-10,-0.635217,-1.600069,-0.294602,-0.003098,0.120834,0.878378
10,-8,-0.639827,-1.354909,-0.483107,-0.002595,-0.020934,0.766497
10,-6,-0.642753,-1.109819,-0.652635,-0.002062,-0.151152,0.650652
10,-4,-0.644705,-0.868069,-0.800243,-0.001569,-0.264556,0.531923
10,-2,-0.64627,-0.651307,-0.909692,-0.001162,-0.345668,0.428719
10,0,-0.646914,-0.497137,-0.979435,-0.000847,-0.39488,0.372409
10,2,-0.646497,-0.391463,-1.04891,-0.000604,-0.44535,0.349929
10,4,-0.645333,-0.268894,-1.123688,-0.00042,-0.49979,0.308736
10,6,-0.643075,-0.069746,-1.137224,-0.000291,-0.500462,0.20566
10,8,-0.639762,0.220229,-1.062296,-0.000194,-0.435005,0.036279
10,10,-0.634203,0.545303,-0.891112,-0.000084,-0.305787,-0.144754
-10,-10,-0.341208,-1.58851,0.246324,0.002887,-0.15502,0.886469
-10,-8,-0.34771,-1.367655,0.414496,0.002424,-0.026053,0.792136
-10,-6,-0.352317,-1.118505,0.605852,0.001917,0.122753,0.66919
-10,-4,-0.355698,-0.866698,0.784184,0.001451,0.259894,0.538999
-10,-2,-0.358316,-0.624194,0.915191,0.00109,0.356832,0.412551
-10,0,-0.359111,-0.478338,0.985936,0.00081,0.406707,0.362288
-10,2,-0.358066,-0.404354,1.057106,0.000589,0.458883,0.363945
-10,4,-0.3558,-0.319637,1.138972,0.00042,0.518478,0.349392
-10,6,-0.35205,-0.143949,1.169125,0.000312,0.533348,0.261097
-10,8,-0.346647,0.132538,1.093999,0.000241,0.46747,0.099446
-10,10,-0.33928,0.488356,0.90376,0.00017,0.326609,-0.106601
-8,-10,-0.348788,-1.121768,0.185068,0.002397,-0.123213,0.546986
-8,-8,-0.355219,-0.924603,0.312541,0.002092,-0.021256,0.463215
-8,-6,-0.359205,-0.722398,0.428729,0.001737,0.071948,0.370081
-8,-4,-0.361069,-0.538837,0.540887,0.001327,0.1621,0.290249
-8,-2,-0.362437,-0.358649,0.638945,0.000947,0.237521,0.208384
-8,0,-0.363244,-0.22622,0.693989,0.000659,0.274729,0.165866
-8,2,-0.362722,-0.151634,0.741927,0.000445,0.307752,0.168301
-8,4,-0.360591,-0.065907,0.799421,0.000287,0.349251,0.157307
-8,6,-0.357869,0.082048,0.81186,0.000183,0.354647,0.096933
-8,8,-0.352977,0.324648,0.711979,0.000115,0.273512,-0.032743
-8,10,-0.345798,0.617902,0.521334,0.000033,0.137705,-0.188101
-6,-10,-0.353976,-0.817419,0.174425,0.001804,-0.058047,0.323534
-6,-8,-0.359693,-0.655175,0.240323,0.001592,-0.00314,0.266042
-6,-6,-0.36261,-0.496639,0.296922,0.001361,0.043674,0.205934
-6,-4,-0.363866,-0.337879,0.372556,0.001094,0.108639,0.140262
